ic001,am001,ald001,ptsa,yield
0.3,0.3,0.12,0.3,0.09442841665672486
0.3,0.2976315789473684,0.12236842105263157,0.2976315789473684,0.0940602727316161
0.3,0.29526315789473684,0.12473684210526315,0.29526315789473684,0.09369346623661656
0.3,0.29289473684210526,0.12710526315789472,0.29289473684210526,0.09332800690944014
0.3,0.2905263157894737,0.1294736842105263,0.2905263157894737,0.09296350625063003
0.3,0.28815789473684206,0.1318421052631579,0.28815789473684206,0.0926002342881025
0.3,0.2857894736842105,0.13421052631578947,0.2857894736842105,0.09223808034418568
0.3,0.2834210526315789,0.13657894736842105,0.2834210526315789,0.09187679102974751
0.3,0.28105263157894733,0.13894736842105262,0.28105263157894733,0.0915162947857132
0.3,0.27868421052631576,0.1413157894736842,0.27868421052631576,0.09115658744802994
0.3,0.2763157894736842,0.14368421052631578,0.2763157894736842,0.09079784406991545
0.3,0.2739473684210526,0.14605263157894735,0.2739473684210526,0.09043982259342916
0.3,0.27157894736842103,0.14842105263157895,0.27157894736842103,0.09008260694393162
0.3,0.26921052631578946,0.15078947368421053,0.26921052631578946,0.08972588475768528
0.3,0.2668421052631579,0.1531578947368421,0.2668421052631579,0.08937015542444751
0.3,0.2644736842105263,0.15552631578947368,0.2644736842105263,0.08901458125459273
0.3,0.26210526315789473,0.15789473684210525,0.26210526315789473,0.08865978745601653
0.3,0.25973684210526315,0.16026315789473683,0.25973684210526315,0.08830527591780071
0.3,0.2573684210526316,0.1626315789473684,0.2573684210526316,0.08795132939085552
0.3,0.255,0.16499999999999998,0.255,0.08759767719354207
0.3,0.25263157894736843,0.16736842105263156,0.25263157894736843,0.08724438130407375
0.3,0.25026315789473685,0.16973684210526313,0.25026315789473685,0.08689132511782541
0.3,0.24789473684210525,0.17210526315789473,0.24789473684210525,0.08653869221688917
0.3,0.24552631578947368,0.1744736842105263,0.24552631578947368,0.08618599905597663
0.3,0.2431578947368421,0.17684210526315788,0.2431578947368421,0.0858337472950215
0.3,0.24078947368421053,0.17921052631578946,0.24078947368421053,0.0854812394764585
0.3,0.23842105263157895,0.18157894736842103,0.23842105263157895,0.08512898078245076
0.3,0.23605263157894735,0.18394736842105264,0.23605263157894735,0.08477662580147081
0.3,0.23368421052631577,0.1863157894736842,0.23368421052631577,0.08442420246172402
0.3,0.2313157894736842,0.1886842105263158,0.2313157894736842,0.08407154273076867
0.3,0.22894736842105262,0.19105263157894736,0.22894736842105262,0.08371880553389313
0.3,0.22657894736842105,0.19342105263157894,0.22657894736842105,0.08336569354006665
0.3,0.22421052631578947,0.1957894736842105,0.22421052631578947,0.08301220144058631
0.3,0.2218421052631579,0.1981578947368421,0.2218421052631579,0.08265820590741131
0.3,0.21947368421052632,0.20052631578947366,0.21947368421052632,0.08230378280398437
0.3,0.21710526315789475,0.20289473684210524,0.21710526315789475,0.08194858372750793
0.3,0.21473684210526317,0.20526315789473681,0.21473684210526317,0.08159278392036384
0.3,0.2123684210526316,0.2076315789473684,0.2123684210526316,0.08123597850119892
0.3,0.21,0.21,0.21,0.0808782401907902
0.3,0.20763157894736842,0.21236842105263157,0.20763157894736842,0.08235625097986343
0.3,0.20526315789473684,0.21473684210526314,0.20526315789473684,0.08385882954428849
0.3,0.20289473684210527,0.21710526315789472,0.20289473684210527,0.08538643123119989
0.3,0.2005263157894737,0.2194736842105263,0.2005263157894737,0.08693974916274691
0.3,0.1981578947368421,0.2218421052631579,0.1981578947368421,0.08851957396988215
0.3,0.1957894736842105,0.22421052631578947,0.1957894736842105,0.0901264213458723
0.3,0.19342105263157894,0.22657894736842105,0.19342105263157894,0.0917606476613669
0.3,0.19105263157894736,0.22894736842105262,0.19105263157894736,0.09342314428248169
0.3,0.1886842105263158,0.2313157894736842,0.1886842105263158,0.09511438703578805
0.3,0.1863157894736842,0.23368421052631577,0.1863157894736842,0.09683488478264266
0.3,0.18394736842105264,0.23605263157894735,0.18394736842105264,0.09858492091007327
0.3,0.18157894736842106,0.23842105263157892,0.18157894736842106,0.10036482047934717
0.3,0.1792105263157895,0.2407894736842105,0.1792105263157895,0.10217496862602586
0.3,0.1768421052631579,0.24315789473684207,0.1768421052631579,0.10401494065171629
0.3,0.1744736842105263,0.24552631578947368,0.1744736842105263,0.10588504574485295
0.3,0.17210526315789473,0.24789473684210525,0.17210526315789473,0.10778472333784361
0.3,0.16973684210526313,0.25026315789473685,0.16973684210526313,0.10971288767697732
0.3,0.16736842105263156,0.25263157894736843,0.16736842105263156,0.11166843056370876
0.3,0.16499999999999998,0.255,0.16499999999999998,0.11364952940873588
0.3,0.1626315789473684,0.2573684210526316,0.1626315789473684,0.11565321651436986
0.3,0.16026315789473683,0.25973684210526315,0.16026315789473683,0.11767612815265743
0.3,0.15789473684210525,0.26210526315789473,0.15789473684210525,0.1197127269209183
0.3,0.15552631578947368,0.2644736842105263,0.15552631578947368,0.12175624210111229
0.3,0.1531578947368421,0.2668421052631579,0.1531578947368421,0.12379792283474496
0.3,0.15078947368421053,0.26921052631578946,0.15078947368421053,0.12582520739113512
0.3,0.14842105263157895,0.27157894736842103,0.14842105263157895,0.12782208724913643
0.3,0.14605263157894738,0.2739473684210526,0.14605263157894738,0.12976737788619877
0.3,0.1436842105263158,0.2763157894736842,0.1436842105263158,0.13163469807819306
0.3,0.14131578947368423,0.27868421052631576,0.14131578947368423,0.13338959615509702
0.3,0.13894736842105265,0.28105263157894733,0.13894736842105265,0.13499313546551267
0.3,0.13657894736842108,0.2834210526315789,0.13657894736842108,0.13639618259128403
0.3,0.1342105263157895,0.2857894736842105,0.1342105263157895,0.13754648638406122
0.3,0.13184210526315793,0.28815789473684206,0.13184210526315793,0.13839107914562598
0.3,0.12947368421052635,0.29052631578947363,0.12947368421052635,0.13887848329094857
0.3,0.12710526315789478,0.2928947368421052,0.12710526315789478,0.138970206753788
0.3,0.1247368421052632,0.2952631578947368,0.1247368421052632,0.1386413631285457
0.3,0.12236842105263163,0.29763157894736836,0.12236842105263163,0.13787713384631883
0.3,0.12,0.3,0.12,0.13668752443856516
